track_id,song_id,artist_id,artist_name,song_title,genre,tfidf_raw_top1,tfidf_raw_top2,tfidf_raw_top3,tfidf_centered_top1,tfidf_centered_top2,tfidf_centered_top3,tfidf_correlation_top1,tfidf_correlation_top2,tfidf_correlation_top3,tfidf_cosine_top1,tfidf_cosine_top2,tfidf_cosine_top3
TRRWCOL128F42AD05D,SOOZNYR12A8C13D9F7,ARNJ9LU1187B9A56A6,Il Divo,En Aranjuez Con Tu Amor,classical,Cantando,Dale tiempo al rumor,La ciudad nunca duerme,Cantando,Dale tiempo al rumor,La ciudad nunca duerme,Aranjuez Ma Pensee,Hermanos de sangre (Rulot 05),No te creas,Aranjuez Ma Pensee,Hermanos de sangre (Rulot 05),No te creas
TRVRPTI128F92EB390,SOCREBZ12AB017CA05,ARNJ9LU1187B9A56A6,Il Divo,Enamorado,classical,Dale tiempo al rumor,Alejate De Mi,Como Y Vete,Dale tiempo al rumor,Alejate De Mi,Como Y Vete,Alejate De Mi,Virgen De Riña,Volcan,Alejate De Mi,Virgen De Riña,Volcan
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,classical,Istruzioni Per L'(Ill)uso,Quelli Che,Salutandotiaffogo,Istruzioni Per L'(Ill)uso,Quelli Che,Salutandotiaffogo,Ognuno Soffre,Se Tu Non Sei Lei,Ave Maria,Ognuno Soffre,Se Tu Non Sei Lei,Ave Maria
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,classical,Closer To You,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lost In This Moment,My Big Mistake,I'm Going On A Long Journey Never To Return,Playstation Blues,Blinded,My Big Mistake,Playstation Blues,My Big Mistake,Lost In This Moment
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,classical,Gli Insetti Del Podere,L'uomo vivo (inno al gioia),Quelli Che,Gli Insetti Del Podere,L'uomo vivo (inno al gioia),Limiti,Niente Per Scontato,Semplicemente (Canto Per Te),L'Età Dei Figuranti,Niente Per Scontato,Semplicemente (Canto Per Te),L'Età Dei Figuranti
TRRLVOI128F92EB38D,SOKINKK12AB017C9F6,ARNJ9LU1187B9A56A6,Il Divo,Hallelujah (Aleluya),classical,Cantando,Dale tiempo al rumor,No Paseis Por Alto A Los Genios,Cantando,Dale tiempo al rumor,No Paseis Por Alto A Los Genios,Buenaventura Y Caney,El ectoplasta,Amores Como El Nuestro,Buenaventura Y Caney,El ectoplasta,Amores Como El Nuestro
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,classical,Dale tiempo al rumor,Cantando,Todos Quieren A Raymond,Dale tiempo al rumor,Cantando,Mañana que más da,Llorar duele mas,Tal Para Cual,Vete De Mi,Llorar duele mas,Tal Para Cual,Todavía Me Amas
TRUXYDP128F93234BD,SOYGKHG12AB01804C8,ARS54I31187FB46721,Taylor Swift,Crazier,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Close My Eyes,Close My Eyes,The Way You Make Me Feel,Paprika Plains  (Remix),Love Goes Down,You Made Me Feel,Manhattan,Love Goes Down,You Made Me Feel,Watch The Sky For Me
TRKVVVK12903CB592C,SODUDUN12AB018CCAB,ARS54I31187FB46721,Taylor Swift,Fifteen,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoopafella (Edited),Interlude 5,The Illest Brother,Man In The Mirror,Bump What Your Friends Say,Someday,Rainbow Connection,Interlude 5,The Illest Brother,Act A Fool
TRUVVME12903CBA350,SORRBVQ12A58A7AA33,ARS54I31187FB46721,Taylor Swift,Change,country,Interlude 5,Indy 500,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Indy 500,Days Like These,Prologue,Handsworth Revolution,Days Like These,Days Like These,Interlude 5,Handsworth Revolution
TRZGWCY12903CEF521,SOVMMRT12D021B2E6E,ARHATLI1187FB52C76,Toby Keith,You Can't Read My Mind,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Help Me Find A Way To Your Heart,Not Your Baby,Not Your Baby,All Over Again,Midnight Bottle,Not Your Baby,DHC,Help Me Find A Way To Your Heart
TRMAVQT128F4270DBF,SOLJTVT12A58A79F96,ARH861H1187B9B799E,Johnny Cash,Man In White,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Hourglass,The Hourglass,Snoopafella (Edited),Mortal City,Flowers,I Saw the Light,Born And Raised In Black And White,Snoopafella (Edited),The Hourglass,Oklahoma
TRWVEDL128F4293EA3,SOOVRMN12AF72A0933,AR7ZFLN1187FB4830A,Rascal Flatts,Holes,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Overdose (Album Version),Interlude 5,One Love,The Truth,Safe Word,The Truth,Indian Queens,Safe Word,Indian Queens,The Truth
TRTVVYX128F9328DBA,SOMKEYV12AF72A20B2,ARFL99B1187B9A2A45,Sugarland,Baby Girl,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Closer To You,Interlude 5,Never Gonna Give You Up,Closer To You,Be My Girl,Never Gonna Give You Up,Send It To Me,Please Come Home For Christmas,Never Gonna Give You Up,Send It To Me,Please Come Home For Christmas
TRTGPPK128F1459DD4,SOIHEED12A6D4F5E36,AR4DW2Q1187FB44DB6,Billy Currington,Growin' Up Down There,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Summer Time,The Hourglass,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",Summer In Dixie (Remastered Album Version),Aerobicide,Dumb,Dumb,Summer In Dixie (Remastered Album Version),Summer
TRHUIRM128F426BFD5,SOMDWHQ12A6D4F5E30,AR4DW2Q1187FB44DB6,Billy Currington,Hangin' Around,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Weak Become Heroes,Day And Night,Don't Fall Apart On Me Tonight,Weak Become Heroes,Wish,I Forgot My Name,Chase The Clouds Away,Wish,I Forgot My Name,Chase The Clouds Away
TRJNTQQ128F426BFD0,SOVXWMI12A8C13B667,AR4DW2Q1187FB44DB6,Billy Currington,Here I Am,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Fool For Love,Twizala,Lookin' Through The Windows,Beg For Mercy,Looking Back On Vanity,Lookin' Through The Windows,Twizala,Looking Back On Vanity,Twizala,Lookin' Through The Windows
TRZJCNT128F426BFCC,SOWNWBW12A8C13B65E,AR4DW2Q1187FB44DB6,Billy Currington,She's Got A Way With Me,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,She Ain't Afraid,Never Gonna Give You Up,Queen Of Hollywood ( LP Version ),She Ain't Afraid,Half The Man,Never Gonna Give You Up,She's Not the One,Half The Man,Never Gonna Give You Up,A Thing Called Love
TRPZEWS128F92F585E,SOOSFVL12AB018253F,AR4DW2Q1187FB44DB6,Billy Currington,That's How Country Boys Roll,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Hourglass,Indian Dance,Roll On (Eighteen Wheeler),Convoy,North Dakota,Roll On (Eighteen Wheeler),Indian Dance,North Dakota,Roll On (Eighteen Wheeler),Indian Dance
TRYPBLE128F1459DD1,SOKHXYG12A6D4F5E33,AR4DW2Q1187FB44DB6,Billy Currington,Where The Girls Are,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,The Dance,Girls Just Want To Have Fun,AJ Scratch,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Girls Just Want To Have Fun,Girls Just Want To Have Fun (Demo),Music Is Through,Girls Just Want To Have Fun,Girls Just Want To Have Fun (Demo),Screen Kiss
TRKVITQ128F4271B31,SOVALXP12D021B3DA8,ARH861H1187B9B799E,Johnny Cash,Daddy Sang Bass,country,Interlude 5,8 Mile,Daddy's Moonshine Still,Daddy's Moonshine Still,Daddy Frank,Sing Me A Song (Non Album Track),Lawrence,Daddy Frank,Mom And Dad's Waltz,Lawrence,Daddy Frank,Daddy's Moonshine Still
TRGZDBB128F4270A4C,SOLWDNH12D021B2402,ARH861H1187B9B799E,Johnny Cash,I Don't Know Where I'm Bound,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Dos Factotum,Interlude 5,Dos Factotum,Club Megamix,One Nation (Album Version),One Nation (Album Version),Swept Away,Dos Factotum,Dos Factotum,One Nation (Album Version),Back water blues
TRMBNRH12903D02C23,SOWLYYP12D0219044F,ARH861H1187B9B799E,Johnny Cash,I Was There When It Happened,country,Interlude 5,Safe + Sound,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Oh Jerusalem,Villains (Full-Length),Safe + Sound,Villains (Full-Length),Lord Of The Flies (Live In Dortmund),Ginuwine 4 ur Mind,Villains (Full-Length),Lord Of The Flies (Live In Dortmund),Ginuwine 4 ur Mind
TRBXYKU128F427915D,SOEXZQP12D021B0F1D,ARH861H1187B9B799E,Johnny Cash,The Big Battle,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Overdose (Album Version),Interlude 5,The Illest Brother,Killin' Spree,Temple,Killin' Spree,Livin In The West,Mexico City,Killin' Spree,The Illest Brother,El Paso
TRFRXGD128F42717FF,SOHCAKG12A8BED7973,ARH861H1187B9B799E,Johnny Cash,A Thing Called Love,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Man In The Mirror,The Hourglass,Soon You'll Understand,She's Got A Way With Me,Baal's Hymn,Intro: Guess I'm Into Feeling,She's Got A Way With Me,Baal's Hymn,Travelin' Soldier
TRYIYFG128F42603CC,SOOUGLY12A8BEE954A,ARH861H1187B9B799E,Johnny Cash,You Dreamer You,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Asking Around For You,Curse,Asking Around For You,It Came Upon A Midnight Clear (Album Version),Angel,Asking Around For You,You're My Angel,It Came Upon A Midnight Clear (Album Version),Asking Around For You,Just Like Heaven,You're My Angel
TRQHDNY128F92E3A01,SOOFVUE12AB017B824,ARH861H1187B9B799E,Johnny Cash,I Walk The Line,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Keep Your Shit The Hardest,Keep Your Shit The Hardest,Until You're Mine,Expansion Team Theme,Close Your Eyes,Until You're Mine,Still In Love With You,Until You're Mine,Close Your Eyes,Still In Love With You
TRGCHXM128F429CBB9,SOKDAHN12A8C13F938,ARH861H1187B9B799E,Johnny Cash,Life's Railway To Heaven,country,Angel,Interlude 5,She's A Star,Angel,Different Places,She's A Star,Parallels Of Infinite Torture,Angel,Monster,Parallels Of Infinite Torture,Angel,Monster
TRSJGNV128F92F4124,SODVCJH12AF72A4A08,AR3ETJY1187B98ED15,Darius Rucker,If I Had Wings,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,fly,The Traveling Song,Resolution,fly,My Special Prayer,Why,fly,My Special Prayer,Why
TRHTOYT128F429FEF4,SOVZHIK12A8C1349BD,ARNNM56119B86686EA,Luke Bryan,Pray About Everything,country,The Hourglass,Tell You Something (Nana's Reprise),Splurge,Crazy 'Bout You Baby,Don't Worry (ReMastered),Fantastic,Don't Worry (ReMastered),One Day Closer to You,Work It Out,Don't Worry (ReMastered),One Day Closer to You,Crazy 'Bout You Baby
TRCFFVR128F145D6DF,SOYPMDY12A6D4F77DE,AR95IYB1187FB3FE0B,Keith Urban,Your Everything,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Move (If You Wanna),The Hourglass,Man In The Mirror,La Prima Volta (First Time Ever I Saw Your Face),Snow,Trapped,La Prima Volta (First Time Ever I Saw Your Face),Snow,Trapped
TRQSGEL128F4242DFC,SOAXCEO12CF5F873BF,ARHATLI1187FB52C76,Toby Keith,A Little Too Late,country,8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Too Late,Undun,Piece Of My Heart,Too Late,Misled,Here I Am,Too Late,Misled,Here I Am
TRAIMRN128E0791E72,SOAOYPN12CF52D3231,ARHATLI1187FB52C76,Toby Keith,Who's Your Daddy?,country,8 Mile,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Piece Of My Heart,Chest Pain,(You Can't Let The Boy Overpower) The Man In You,(You Can't Let The Boy Overpower) The Man In You,Evening,Piece Of My Heart,(You Can't Let The Boy Overpower) The Man In You,Piece Of My Heart,Chest Pain
TRRSVGD128F4242DDC,SORPIQY12A8C13632E,ARHATLI1187FB52C76,Toby Keith,A Woman's Touch,country,Interlude 5,Touch Me,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Touch Me,Interlude 5,Contagious,Empress,The Great Collapse,W.O.M.A.N.,Empress,I Heard Love Is Blind,Stupid Marriage
TRTXHKL128F4242DD9,SOROSTR12A8C136324,ARHATLI1187FB52C76,Toby Keith,Big Ol' Truck,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,She Ain't Afraid,She Ain't Afraid,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),She's Gonna Break Soon (Radio Edit) (w/o Horns),One of these Days,Figure It Out,Diddy Wah Diddy,One of these Days,Big Bill Blues,Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version)
TRADETN128F148CF19,SOEKKYB12A6D4F81D4,ARHATLI1187FB52C76,Toby Keith,Blue Bedroom,country,My Phone,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,My Phone,Where Do I Go From You,Blue Shoes,After You've Gone (live),California Blue,My Phone,After You've Gone (live),My Phone,California Blue
TRKKXKG128E0791E74,SOJRPQW12B0B808689,ARHATLI1187FB52C76,Toby Keith,It's All Good,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Hair,Alright,It's Alright,She's A Star,Alright,Believe,Revolution,Alright,Believe,She's A Star
TRSSUAV128F148D60F,SOLBJPX12A6D4F901D,ARHATLI1187FB52C76,Toby Keith,Sweet,country,Interlude 5,Overdose (Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Live Foul,Black Opera,Overdose (Album Version),Live Foul,Futterman's Rule (2009 Digital Remaster),9mm,Live Foul,9mm,LBC And The ING (Explicit)
TRFROET128F148CF1F,SOPBTRI12A6D4F81DA,ARHATLI1187FB52C76,Toby Keith,You Shouldn't Kiss Me Like This,country,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Closer To You,Not Leaving Without You (Album Version),Kickin' It With Your Girlfriend,One Kiss From Heaven,Not Leaving Without You (Album Version),Kiss Me,One Kiss From Heaven,One Kiss From Heaven,Not Leaving Without You (Album Version),The Way You Move
TRFHVTT12903CF7CD9,SOBAAFP12D02198DCD,ARFR3E51187B9A0A85,Sara Evans,A Real Fine Place To Start,country,Man In The Mirror,Interlude 5,Keep Your Shit The Hardest,Man In The Mirror,Hold Me Down (Album Version),Waiting For The Day,Electric Barbarella (Radio Edit),You're So Fine,Waiting For The Day,Waiting For The Day,Electric Barbarella (Radio Edit),You're So Fine
TRXZNNF12903CA6F9B,SOWEIIN12AB018066C,ARO4WQR1187B9B9825,Kenny Rogers,Endless love,country,Interlude 5,Mic Check,My Darling,I Still Love You,My Heart Belongs To You,Share My World,My Heart Belongs To You,Forever Yours,Share My World,My Heart Belongs To You,Share My World,I Still Love You
TRTSAUB128E07859FC,SOGBBSX12A6701E426,ARV9LSS1187B98C471,Blake Shelton,Love Gets In The Way (Album Version),country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Fool For Love,Roni,Passin' Me By,Me Or The Papes,Diddy Wah Diddy,TV,I'm Still Dancin' With You,Diddy Wah Diddy,Passin' Me By,TV
TRFMGIO128F42591F0,SOBCKDM12D021B3D99,ARK4ZEK1187B990A4F,George Strait,I'd Like To Have That One Back,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Snoopafella (Edited),Fool For Love,Slow Motion,Snoopafella (Edited),I Want My Girl,I Feel Sorry For Him,She Thinks,I Want My Girl,She Thinks,I Feel Sorry For Him
TRDYUVI128E078F725,SOEJDOV12D021B3BD5,ARK4ZEK1187B990A4F,George Strait,Marina Del Rey,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mainstream,Snoopafella (Edited),Joy Ride,She's In Love,The Curious Kind,The Royal Mile,She's In Love,El Mauro,She's In Love,The Royal Mile,The Curious Kind
TRPNLLB128F14956A5,SOPBLAJ12D02193A82,ARK4ZEK1187B990A4F,George Strait,Milk Cow Blues,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoopafella (Edited),Interlude 5,The Way You Treated Me (You're Gonna Be Sorry),Louise,Good Morning,Good Morning,The Way You Treated Me (You're Gonna Be Sorry),Worried Life Blues,Good Morning,The Way You Treated Me (You're Gonna Be Sorry),Johnson City
TRTDHSB128F422B90F,SOWKMZU12A81C2165A,ARKZ13R1187FB54FEE,Josh Turner,Another Try,country,8 Mile,Diamonds From Sierra Leone,The Hourglass,Diamonds From Sierra Leone,I Like It (Remix),Dear Lover,Amazed,Christmas Island,Killing Smile,Amazed,Killing Smile,I Like It (Remix)
TREXZYC12903CA281A,SOLDPJZ12AB0186231,ARKZ13R1187FB54FEE,Josh Turner,As Fast As I Could,country,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Fool For Love,Square One (Album Version),Never Love You,Woke Up Laughing,Square One (Album Version),Keepin' Up,Never Love You,Square One (Album Version),Never Love You,Keepin' Up
TRDXSGX128F425F173,SOTSNDR12A8AE47599,ARF8HTQ1187B9AE693,Daft Punk,One More Time / Aerodynamic,electronic,It's Alright,Interlude 5,Not Leaving Without You (Album Version),It's Alright,Not Leaving Without You (Album Version),D.A.N.C.E [Jackson Remix],Sweet Music,So Much More,One More Time (Romanthony's Unplugged),Sweet Music,One More Time (Romanthony's Unplugged),So Much More
TREAQSX128E07818CA,SOAWSML12A6310F1B7,ARF8HTQ1187B9AE693,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Interlude 5,Splurge,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rock Wit U (Awww Baby),Splurge,The Hurt,One More Time / Aerodynamic,Baby Come Back,The Hurt,One More Time / Aerodynamic,Baby Come Back,The Hurt
TRBVPVV128F425F14F,SOOHYOB12CF5F87A28,ARF8HTQ1187B9AE693,Daft Punk,Touch It / Technologic,electronic,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Overdose (Album Version),She Be The One,Around The Way [Explicit Album Version],Hoodrats,She Be The One,Tune Me Out,The Street And Babe Shadow,She Be The One,Tune Me Out,Black
TRBROFT128F92F8769,SOYPPAZ12A8C143CD6,ARORMBJ1241B9CDB1A,Ke$ha,Boots &  Boys,electronic,Manhattan,Joy Ride,Milkshake,Joy Ride,Joy,Manhattan,Jonesy Boy,Joy,Infant Joy,Jonesy Boy,Joy,Infant Joy
TRIIWCU128F92F876A,SOQVJWF12A58A801EF,ARORMBJ1241B9CDB1A,Ke$ha,Animal,electronic,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Undead,Sleep Tight,The Monitor,Back When,A Viable Commercial,Sleep Tight,The 59th Street Bridge Song (Feelin' Groovy),A Viable Commercial,Sleep Tight,The Monitor
TRVDAHO128F92F231E,SOXUSKK12A8C144F94,AR0IVTL1187B9AD520,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Safe + Sound,Interlude 5,Warm Bed,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),It's Only Your Life,Time Is Money (Bastard),Dudley,It's Only Your Life,Dudley,Time Is Money (Bastard)
TRUGOGT128F92F29E9,SONPGGS12AB0183AD2,AR0WLH6119B8669027,Owl City,Captains and Cruise Ships,electronic,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Weak Become Heroes,My Darling,Weak Become Heroes,Dear Suzie,Spaceman,faraway voice,Spaceman,Mary,faraway voice,Spaceman,Weak Become Heroes
TRNEITZ128F92F29EA,SOIFHDS12AB0183AD5,AR0WLH6119B8669027,Owl City,Designer Skyline,electronic,8 Mile,Mortal City,Mr. Wiggles,8 Mile,Mortal City,Expansion Team Theme,Sunny Road,Marrakech,Red Gold And Green,Sunny Road,Marrakech,Where The Girls Are
TRMIHFS128F92F2A01,SOLCHRP12AC468D757,AR0WLH6119B8669027,Owl City,Early Birdie,electronic,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,Hair,Chorus Of Angels,Sleeping With The Lights On,How Deep Is The Ocean (How High Is The Sky),From Underneath,Adam Lives In Theory,Hair,2 Deep
TRDEVZQ128F931BAED,SOQLHST12AB0184A27,AR0WLH6119B8669027,Owl City,Meteor Shower,electronic,Interlude 5,8 Mile,Memorial Day,Memorial Day,Down On My Knees,Ain't No Stopping Us Now,Don't Let It Get To You (Album Version),Banstead,Summer On The West Hill,Don't Let It Get To You (Album Version),Banstead,Summer On The West Hill
TRCXWLU128F92F2A0D,SOWHUXB12AB01816EE,AR0WLH6119B8669027,Owl City,This Is The Future,electronic,Interlude 5,8 Mile,Black Smif-n-Wessun (LP Version),Black Smif-n-Wessun (LP Version),Interlude 5,Turn It On,Crime,Wake Up Call (Album Version),Curse,Crime,Tears,Modern Crusaders.
TRVJTNA128F934D19D,SOKTUGM12AB0184005,ARRBF3M1187FB4D59F,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Resolution,I Love U In Me ( LP Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Resolution,Sticky,I Love U In Me ( LP Version),Starbound,Heaven's In Here (1999 Digital Remaster),Africa Unite,Starbound,Heaven's In Here (1999 Digital Remaster),Africa Unite
TRRBLPE128F9311B20,SOMSZSA12AB0182E3A,ARVKJGO12086C15075,LMFAO,Bounce,electronic,Strictly 4 My N.I.G.G.A.Z.,Keep Your Shit The Hardest,Safe + Sound,Strictly 4 My N.I.G.G.A.Z.,Keep Your Shit The Hardest,Still On It,Strictly 4 My N.I.G.G.A.Z.,Rowdy Rowdy,24's,Strictly 4 My N.I.G.G.A.Z.,Rowdy Rowdy,The Worst
TRWQYOY128F425BD4C,SOODXDV12A8AE4807F,AR5K3CW1187FB45B46,Crystal Castles,Vanished,electronic,Mortal City,8 Mile,1st Booty On Duty,Mortal City,An Open Letter To NYC,Holding On,On Bedford and Grand,Dead Cities,Riot City,Dead Cities,Greensleeves,On Bedford and Grand
TRLLRQA128F427C709,SOSKKKY12A8C13ED21,AR5K3CW1187FB45B46,Crystal Castles,Xxzxcuzx,electronic,Interlude 5,Dirty Money,Face Down,Dirty Money,Face Down,Interlude 5,Left For Dead,Love Is (What I Say),You're The Voice,Left For Dead,You're The Voice,Love Is (What I Say)
TRDFWPG128F148D4DF,SOIWRAH12A6D4F66C0,ARBEOHF1187B9B044D,Madonna,Die Another Day [Live],electronic,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Life of Tha Party,Life of Tha Party,Can't Tell Me Nothing,Plumskinzz (Loose Hoe_ God & Cupid),Just Another Day (Album Version),My Dearest Friend,Woke up Dreaming,Just Another Day (Album Version),Woke up Dreaming,Life of Tha Party
TRVWMWN128E0788952,SOMANNK12A6701F0A1,ARN5NHX1187FB4F755,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,Interlude 5,Closer To You,The Lover In Me,The Lover In Me,Survive,Lovers In Captivity,Pass The Dutchie,The Lover In Me,Lovers In Captivity,Pass The Dutchie,The Lover In Me,Lovers In Captivity
TRDHPGJ128F4289C44,SOESBMW12A8AE48210,AR8V1X71187B9B919B,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Interlude 5,Kickin' It With Your Girlfriend,Weak Become Heroes,Kickin' It With Your Girlfriend,Kiss,I Believe,You Are The Only One I Love,I Believe,Kiss,You Are The Only One I Love,I Believe,Kiss
TRFSQXF128F9311B25,SOCHMTD1288D3E7D9D,ARVKJGO12086C15075,LMFAO,I Am Not A Whore,electronic,8 Mile,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Hoodrats,Mr. Cool (Featuring Mario Winans) (Album Version),Love Me Tender,Mr. Cool (Featuring Mario Winans) (Album Version),Rush,Love Me Tender,Mr. Cool (Featuring Mario Winans) (Album Version),Rush
TRXACXM12903CEC365,SOEFTYS129F06C1DEB,ARPD2KK1187B9B8B98,Cascada,Fever,electronic,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Man In The Mirror,Make Me Lose Control,Better Than Making Love,Better Than Making Love,Call Me Up,Kiss me now,Better Than Making Love,Call Me Up,Kiss me now
TRWWVGC12903CB5C50,SOBSJQH12AB01876C3,AR6LZB61187B9AF431,Depeche Mode,Freestate,electronic,Mr. Outsider,Man In The Mirror,Interlude 5,Let Yourself Go,Get This Party Started: Ghost Remix,Enjoy Yourself,Let Yourself Go,Phoenix From The Fire,Enjoy Yourself,Let Yourself Go,Phoenix From The Fire,Enjoy Yourself
TRYIJWH128F146948C,SOXZUAV12A6310F21A,AR6LZB61187B9AF431,Depeche Mode,Personal Jesus,electronic,Personal Jesus,Reach Out And Touch (Live @ Fillmore West),Overdose (Album Version),Personal Jesus,Reach Out And Touch (Live @ Fillmore West),Talk To My Heart (Recorded Live In London '99),Personal Jesus,-9-,Reach Out And Touch (Live @ Fillmore West),Personal Jesus,-9-,Reach Out And Touch (Live @ Fillmore West)
TRDIAZY12903CB6532,SOWUJPS12AB018ACA8,ARAXU5Z1187B98FECD,Gorillaz,Broken,electronic,Spitfall,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Hourglass,Spitfall,I'm a Broken Heart,Forgiveness,I'm a Broken Heart,Broken Hearted,The Weak Shall Prevail,I'm a Broken Heart,Broken Hearted,Forgiveness
TRTUJAL128F423E18D,SOGNWLL12AF72AAA61,ARAXU5Z1187B98FECD,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Kids With Guns (Jamie T's Turns To Monsters Mix),Interlude 5,Push Me Away,Kids With Guns (Jamie T's Turns To Monsters Mix),Push Me Away,Keep It Real,Kids With Guns (Jamie T's Turns To Monsters Mix),To Satellite,Push Me Away,Kids With Guns (Jamie T's Turns To Monsters Mix),To Satellite,Push Me Away
TRBTXNE12903CB6528,SOCMRWF12AB018AC92,ARAXU5Z1187B98FECD,Gorillaz,Rhinestone Eyes,electronic,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Beautiful Struggle,Dandelion Hill,Soul Power,Beautiful Struggle,Dandelion Hill,99 Red Balloons,California Blue,Dandelion Hill,99 Red Balloons,Soul Power
